ID,stress_score
TEST_0000,0.5249722003936768
TEST_0001,0.8085214048624039
TEST_0002,0.3493286594748497
TEST_0003,0.4546843022108078
TEST_0004,0.518181324005127
TEST_0005,0.4685469791293144
TEST_0006,0.6419510915875435
TEST_0007,0.49489206075668335
TEST_0008,0.4430277869105339
TEST_0009,0.7273218035697937
TEST_0010,0.8037077039480209
TEST_0011,0.4018283039331436
TEST_0012,0.6097674518823624
TEST_0013,0.7946278676390648
TEST_0014,0.5721825957298279
TEST_0015,0.5594672709703445
TEST_0016,0.47954344004392624
TEST_0017,0.2613469436764717
TEST_0018,0.4717171862721443
TEST_0019,0.7266505062580109
TEST_0020,0.34764905273914337
TEST_0021,0.5042192861437798
TEST_0022,0.5387341529130936
TEST_0023,0.4979586973786354
TEST_0024,0.5101818293333054
TEST_0025,0.48021772503852844
TEST_0026,0.657024160027504
TEST_0027,0.4094769135117531
TEST_0028,0.5640771389007568
TEST_0029,0.6486760526895523
TEST_0030,0.5601604506373405
TEST_0031,0.3790406733751297
TEST_0032,0.3556297495961189
TEST_0033,0.4376806765794754
TEST_0034,0.5336481258273125
TEST_0035,0.689247727394104
TEST_0036,0.500010684132576
TEST_0037,0.3133157826960087
TEST_0038,0.4144257679581642
TEST_0039,0.4701920226216316
TEST_0040,0.5132106319069862
TEST_0041,0.508192241191864
TEST_0042,0.7418258711695671
TEST_0043,0.3974619656801224
TEST_0044,0.49175532162189484
TEST_0045,0.5907847061753273
TEST_0046,0.45386383682489395
TEST_0047,0.4796409085392952
TEST_0048,0.31904564797878265
TEST_0049,0.5639173910021782
TEST_0050,0.5192004069685936
TEST_0051,0.7855288684368134
TEST_0052,0.7018242701888084
TEST_0053,0.5200420767068863
TEST_0054,0.39313094317913055
TEST_0055,0.44743404537439346
TEST_0056,0.3651692271232605
TEST_0057,0.5931217968463898
TEST_0058,0.4190088286995888
TEST_0059,0.7056904658675194
TEST_0060,0.685874454677105
TEST_0061,0.5404208302497864
TEST_0062,0.48884857445955276
TEST_0063,0.7155621200799942
TEST_0064,0.4655679389834404
TEST_0065,0.5738047137856483
TEST_0066,0.43059447407722473
TEST_0067,0.36454134434461594
TEST_0068,0.4670254737138748
TEST_0069,0.6013300567865372
TEST_0070,0.4401925504207611
TEST_0071,0.5841859430074692
TEST_0072,0.43291763961315155
TEST_0073,0.6324714794754982
TEST_0074,0.5306990891695023
TEST_0075,0.23346930742263794
TEST_0076,0.46223021298646927
TEST_0077,0.43351028859615326
TEST_0078,0.5054278746247292
TEST_0079,0.4647124633193016
TEST_0080,0.36781391501426697
TEST_0081,0.27288540452718735
TEST_0082,0.4294196739792824
TEST_0083,0.47360415756702423
TEST_0084,0.3031952828168869
TEST_0085,0.48289787769317627
TEST_0086,0.43046342581510544
TEST_0087,0.8021232634782791
TEST_0088,0.34088900685310364
TEST_0089,0.6096015647053719
TEST_0090,0.4944544583559036
TEST_0091,0.46881214529275894
TEST_0092,0.7957703992724419
TEST_0093,0.23674580082297325
TEST_0094,0.41300705075263977
TEST_0095,0.43069036304950714
TEST_0096,0.5143265873193741
TEST_0097,0.5950964316725731
TEST_0098,0.04259592900052667
TEST_0099,0.46326053887605667
TEST_0100,0.527644544839859
TEST_0101,0.538146860897541
TEST_0102,0.6104568764567375
TEST_0103,0.6560339629650116
TEST_0104,0.40158144384622574
TEST_0105,0.6269527971744537
TEST_0106,0.4120357260107994
TEST_0107,0.37899746745824814
TEST_0108,0.6895388886332512
TEST_0109,0.3765064924955368
TEST_0110,0.4211503267288208
TEST_0111,0.36574579402804375
TEST_0112,0.3836369216442108
TEST_0113,0.7192512601613998
TEST_0114,0.6069350466132164
TEST_0115,0.47322408109903336
TEST_0116,0.3431442081928253
TEST_0117,0.3995997905731201
TEST_0118,0.7546776309609413
TEST_0119,0.6535926759243011
TEST_0120,0.6296370178461075
TEST_0121,0.40415677428245544
TEST_0122,0.5917732417583466
TEST_0123,0.40715257823467255
TEST_0124,0.45455076545476913
TEST_0125,0.7239020094275475
TEST_0126,0.5662960633635521
TEST_0127,0.5584033280611038
TEST_0128,0.5302615910768509
TEST_0129,0.402896910905838
TEST_0130,0.46889952570199966
TEST_0131,0.5981111228466034
TEST_0132,0.7162162363529205
TEST_0133,0.41005242615938187
TEST_0134,0.6273665651679039
TEST_0135,0.5214878022670746
TEST_0136,0.30743199586868286
TEST_0137,0.6582095921039581
TEST_0138,0.1911378549411893
TEST_0139,0.25818417966365814
TEST_0140,0.5298724994063377
TEST_0141,0.575223945081234
TEST_0142,0.44225528836250305
TEST_0143,0.5113620385527611
TEST_0144,0.6236928626894951
TEST_0145,0.6929326951503754
TEST_0146,0.6409322544932365
TEST_0147,0.36115723103284836
TEST_0148,0.24166462570428848
TEST_0149,0.4953257739543915
TEST_0150,0.43586134165525436
TEST_0151,0.4569501131772995
TEST_0152,0.5396591350436211
TEST_0153,0.1523723304271698
TEST_0154,0.5254465416073799
TEST_0155,0.578218400478363
TEST_0156,0.42925257980823517
TEST_0157,0.6337757036089897
TEST_0158,0.3822869695723057
TEST_0159,0.4642033651471138
TEST_0160,0.2366506215184927
TEST_0161,0.12387236673384905
TEST_0162,0.5260139927268028
TEST_0163,0.5418846160173416
TEST_0164,0.45228850096464157
TEST_0165,0.6168576925992966
TEST_0166,0.4835819751024246
TEST_0167,0.6715793460607529
TEST_0168,0.3132067434489727
TEST_0169,0.4386601634323597
TEST_0170,0.7991153299808502
TEST_0171,1.0381093174219131
TEST_0172,0.5359462052583694
TEST_0173,0.5994797199964523
TEST_0174,0.5269156023859978
TEST_0175,0.47641731798648834
TEST_0176,0.5318557918071747
TEST_0177,0.7449226826429367
TEST_0178,0.4423191547393799
TEST_0179,0.7116805464029312
TEST_0180,0.24975056760013103
TEST_0181,0.470837838947773
TEST_0182,0.4847899451851845
TEST_0183,0.45785944163799286
TEST_0184,0.5177257284522057
TEST_0185,0.1341938842087984
TEST_0186,0.5727430656552315
TEST_0187,0.2464122734963894
TEST_0188,0.43332067877054214
TEST_0189,0.42291419208049774
TEST_0190,0.4366987347602844
TEST_0191,0.35155006125569344
TEST_0192,0.25857171788811684
TEST_0193,0.31789078935980797
TEST_0194,0.4782477095723152
TEST_0195,0.3114040978252888
TEST_0196,0.5684419870376587
TEST_0197,0.32290396094322205
TEST_0198,0.43885475397109985
TEST_0199,0.34284476935863495
TEST_0200,0.472555547952652
TEST_0201,0.45520681887865067
TEST_0202,0.40964971482753754
TEST_0203,0.3124634474515915
TEST_0204,0.4216895326972008
TEST_0205,0.5803890228271484
TEST_0206,0.3515387773513794
TEST_0207,0.4502125382423401
TEST_0208,0.752059780061245
TEST_0209,0.40367185324430466
TEST_0210,0.3957863226532936
TEST_0211,0.6932143419981003
TEST_0212,0.681929774582386
TEST_0213,0.6229111924767494
TEST_0214,0.8756934553384781
TEST_0215,0.42864925414323807
TEST_0216,0.5124817714095116
TEST_0217,0.25788336992263794
TEST_0218,0.40429331362247467
TEST_0219,0.5271395817399025
TEST_0220,0.28622595965862274
TEST_0221,0.5586675629019737
TEST_0222,0.2471758797764778
TEST_0223,0.5122597888112068
TEST_0224,0.5235637426376343
TEST_0225,0.4063221886754036
TEST_0226,0.3096984997391701
TEST_0227,0.5207051485776901
TEST_0228,0.686785377562046
TEST_0229,0.3931717723608017
TEST_0230,0.5378679484128952
TEST_0231,0.4821888133883476
TEST_0232,0.49212054163217545
TEST_0233,0.5261441394686699
TEST_0234,0.532760389149189
TEST_0235,0.8770433068275452
TEST_0236,0.6212790906429291
TEST_0237,0.38316355645656586
TEST_0238,0.4091155380010605
TEST_0239,0.6592973619699478
TEST_0240,0.45407021790742874
TEST_0241,0.8292309641838074
TEST_0242,0.45706143230199814
TEST_0243,0.6051712781190872
TEST_0244,0.6115138679742813
TEST_0245,0.7745303958654404
TEST_0246,0.4173286110162735
TEST_0247,0.564053900539875
TEST_0248,0.4455898627638817
TEST_0249,0.6537807807326317
TEST_0250,0.28970902785658836
TEST_0251,0.5981680452823639
TEST_0252,0.461933933198452
TEST_0253,0.47045474499464035
TEST_0254,0.41074827313423157
TEST_0255,0.3871426358819008
TEST_0256,0.18917323276400566
TEST_0257,0.5811338871717453
TEST_0258,0.47474707663059235
TEST_0259,0.26581723615527153
TEST_0260,0.3251923881471157
TEST_0261,0.5942927598953247
TEST_0262,0.6415155529975891
TEST_0263,0.7681821584701538
TEST_0264,0.37648551911115646
TEST_0265,0.30833956226706505
TEST_0266,0.31515858322381973
TEST_0267,0.42717719823122025
TEST_0268,0.39609214663505554
TEST_0269,0.535831592977047
TEST_0270,0.32642916589975357
TEST_0271,0.5406646504998207
TEST_0272,0.6672876626253128
TEST_0273,0.5070296451449394
TEST_0274,0.5438714548945427
TEST_0275,0.3759496361017227
TEST_0276,0.5897912383079529
TEST_0277,0.5392737910151482
TEST_0278,0.5565334483981133
TEST_0279,0.5151660889387131
TEST_0280,0.5285790264606476
TEST_0281,0.40479350835084915
TEST_0282,0.4619361609220505
TEST_0283,0.42628008127212524
TEST_0284,0.5962471961975098
TEST_0285,0.5226391777396202
TEST_0286,0.6626740545034409
TEST_0287,0.3888287618756294
TEST_0288,0.3605371043086052
TEST_0289,0.4280269593000412
TEST_0290,0.5625170096755028
TEST_0291,0.5822854787111282
TEST_0292,0.5599844381213188
TEST_0293,0.5096169002354145
TEST_0294,0.6187749132514
TEST_0295,0.4526927024126053
TEST_0296,0.28699369728565216
TEST_0297,0.5114808157086372
TEST_0298,0.6238769665360451
TEST_0299,0.4648825004696846
TEST_0300,0.4556690379977226
TEST_0301,0.5940167456865311
TEST_0302,0.5551339164376259
TEST_0303,0.18440663069486618
TEST_0304,0.40585027635097504
TEST_0305,0.4394240751862526
TEST_0306,0.6148442476987839
TEST_0307,0.4692448452115059
TEST_0308,0.4239884465932846
TEST_0309,0.2827090844511986
TEST_0310,0.44007301330566406
TEST_0311,0.21478867903351784
TEST_0312,0.8012012019753456
TEST_0313,0.3311539851129055
TEST_0314,0.8262580782175064
TEST_0315,0.5039985626935959
TEST_0316,0.33738498389720917
TEST_0317,0.3788449354469776
TEST_0318,0.5215688571333885
TEST_0319,0.803923949599266
TEST_0320,0.6030113101005554
TEST_0321,0.3809209316968918
TEST_0322,0.5860813707113266
TEST_0323,0.5120482221245766
TEST_0324,0.6157429069280624
TEST_0325,0.2970219813287258
TEST_0326,0.536777026951313
TEST_0327,0.28352780267596245
TEST_0328,0.5897779390215874
TEST_0329,0.39507173374295235
TEST_0330,0.7009365409612656
TEST_0331,0.6400452628731728
TEST_0332,0.4023604914546013
TEST_0333,0.40003886818885803
TEST_0334,0.4252782464027405
TEST_0335,0.489229753613472
TEST_0336,0.5924235507845879
TEST_0337,0.31179938837885857
TEST_0338,0.852066159248352
TEST_0339,0.5230503156781197
TEST_0340,0.48385340720415115
TEST_0341,0.37222181633114815
TEST_0342,0.42928260564804077
TEST_0343,0.38367246091365814
TEST_0344,0.41718658059835434
TEST_0345,0.6374387145042419
TEST_0346,0.48046763986349106
TEST_0347,0.5139688923954964
TEST_0348,0.5742908790707588
TEST_0349,0.5131217613816261
TEST_0350,0.5529037043452263
TEST_0351,0.7322685942053795
TEST_0352,0.44242797791957855
TEST_0353,0.3816331811249256
TEST_0354,0.486089251935482
TEST_0355,0.6473682075738907
TEST_0356,0.6944069713354111
TEST_0357,0.7177316695451736
TEST_0358,0.46818356961011887
TEST_0359,0.575667642056942
TEST_0360,0.6078631430864334
TEST_0361,0.8142729848623276
TEST_0362,0.5495118200778961
TEST_0363,0.4512014463543892
TEST_0364,0.397190697491169
TEST_0365,0.26349810510873795
TEST_0366,0.4269726723432541
TEST_0367,0.47309043258428574
TEST_0368,0.4102261886000633
TEST_0369,0.4572529196739197
TEST_0370,0.2786310352385044
TEST_0371,0.3550862893462181
TEST_0372,0.5000656172633171
TEST_0373,0.38036900758743286
TEST_0374,0.5188186466693878
TEST_0375,0.4586348310112953
TEST_0376,0.4798148348927498
