ID,stress_score
TEST_0000,0.5011689857784707
TEST_0001,0.9853221373552622
TEST_0002,0.3961833209821713
TEST_0003,0.4172337014765185
TEST_0004,0.5554978934924424
TEST_0005,0.5668881260640783
TEST_0006,0.7395147851737809
TEST_0007,0.4564638996852849
TEST_0008,0.4991294421299308
TEST_0009,0.7714343650101373
TEST_0010,0.825445715018313
TEST_0011,0.3358714723467067
TEST_0012,0.6367990540384699
TEST_0013,0.7766702706951754
TEST_0014,0.5480746107897333
TEST_0015,0.5052991382338655
TEST_0016,0.3979656199884265
TEST_0017,0.2679553801572887
TEST_0018,0.4162249665081131
TEST_0019,0.665895678135915
TEST_0020,0.36440175654471585
TEST_0021,0.5148741264166811
TEST_0022,0.5368951954157647
TEST_0023,0.48527394411495023
TEST_0024,0.4968648871639138
TEST_0025,0.5203308187202167
TEST_0026,0.6266140793741289
TEST_0027,0.19222711078416416
TEST_0028,0.4373652985603574
TEST_0029,0.6327653370086832
TEST_0030,0.4615947394240545
TEST_0031,0.3933566154946476
TEST_0032,0.25634127111857086
TEST_0033,0.3498105936514583
TEST_0034,0.5751693049346448
TEST_0035,0.7154247482594626
TEST_0036,0.5225091268668132
TEST_0037,0.44311587049612
TEST_0038,0.45651158759420823
TEST_0039,0.5363501915551702
TEST_0040,0.5216570315131176
TEST_0041,0.41383706314641805
TEST_0042,0.8631986555248822
TEST_0043,0.3398199282977855
TEST_0044,0.47059119050127435
TEST_0045,0.6902339299348751
TEST_0046,0.43790330524550886
TEST_0047,0.4637560266464598
TEST_0048,0.2800228437493814
TEST_0049,0.6518351553837148
TEST_0050,0.5731401281667299
TEST_0051,0.8246072375666611
TEST_0052,0.757903253708897
TEST_0053,0.4821070329724967
TEST_0054,0.2283367237934673
TEST_0055,0.4502919652628973
TEST_0056,0.5004724125714497
TEST_0057,0.6887282076670976
TEST_0058,0.35055996770429065
TEST_0059,0.5820584131591647
TEST_0060,0.5184056575162049
TEST_0061,0.4441637049776626
TEST_0062,0.5683377965351524
TEST_0063,0.7551831823971902
TEST_0064,0.4841679005866648
TEST_0065,0.43679786190153175
TEST_0066,0.30452190075024
TEST_0067,0.34700924353184115
TEST_0068,0.4799719673613477
TEST_0069,0.6894110160436631
TEST_0070,0.42376392640738386
TEST_0071,0.5871078188908999
TEST_0072,0.3770773645555827
TEST_0073,0.6762923477737784
TEST_0074,0.48014398262651514
TEST_0075,0.172121922369879
TEST_0076,0.2799500121454837
TEST_0077,0.42172095799742443
TEST_0078,0.4152523291723981
TEST_0079,0.48113404200779203
TEST_0080,0.3490734891000764
TEST_0081,0.2739358376560771
TEST_0082,0.41888147753857247
TEST_0083,0.42209161306560156
TEST_0084,0.3501243701550224
TEST_0085,0.40968362968124356
TEST_0086,0.38731300473352515
TEST_0087,0.547550410346495
TEST_0088,0.33550048603948296
TEST_0089,0.7133938100135409
TEST_0090,0.5848376602627203
TEST_0091,0.43626459371639564
TEST_0092,0.5266585816072571
TEST_0093,0.16090022564175624
TEST_0094,0.4354462933118566
TEST_0095,0.3903957780137709
TEST_0096,0.5081653672700401
TEST_0097,0.7591629663819708
TEST_0098,0.024340544637514967
TEST_0099,0.5316322293179453
TEST_0100,0.5285447161516157
TEST_0101,0.4171724676196023
TEST_0102,0.7783690397641175
TEST_0103,0.7709313939668941
TEST_0104,0.5217284472647975
TEST_0105,0.7396741803584416
TEST_0106,0.3641043374357855
TEST_0107,0.438804935394723
TEST_0108,0.7770456195376897
TEST_0109,0.5229972737457501
TEST_0110,0.41334939962786954
TEST_0111,0.2112556092573816
TEST_0112,0.40626603475245787
TEST_0113,0.7582620255720992
TEST_0114,0.7468699766496308
TEST_0115,0.4440896101565117
TEST_0116,0.3891145141186328
TEST_0117,0.40737246515174663
TEST_0118,0.9641304575799091
TEST_0119,0.742654587688736
TEST_0120,0.7016403610206227
TEST_0121,0.4055182964008151
TEST_0122,0.6338065868096721
TEST_0123,0.4698044143152948
TEST_0124,0.4930223289624444
TEST_0125,0.8146493240256427
TEST_0126,0.6008419042624034
TEST_0127,0.5583437159238689
TEST_0128,0.5303779471249236
TEST_0129,0.4977108303223786
TEST_0130,0.4766890901675797
TEST_0131,0.6697150559891629
TEST_0132,0.7922500121590401
TEST_0133,0.556776360873343
TEST_0134,0.6764864783664579
TEST_0135,0.5858929450910738
TEST_0136,0.3753575669886328
TEST_0137,0.8467555031768041
TEST_0138,0.23656994400801032
TEST_0139,0.20855448459552448
TEST_0140,0.5437632700836802
TEST_0141,0.41613541334914783
TEST_0142,0.3742305004827709
TEST_0143,0.6660569255880843
TEST_0144,0.604649327551974
TEST_0145,0.5798808099769137
TEST_0146,0.534707203045902
TEST_0147,0.34494815343016466
TEST_0148,0.14067646396194017
TEST_0149,0.5651421868145752
TEST_0150,0.455976555502294
TEST_0151,0.4298476815493389
TEST_0152,0.6203307651890367
TEST_0153,0.016666869973102662
TEST_0154,0.5662223602707545
TEST_0155,0.6699558510653926
TEST_0156,0.4620565542619685
TEST_0157,0.5631150311700402
TEST_0158,0.39917379293269056
TEST_0159,0.4625594077349024
TEST_0160,0.3751482527794554
TEST_0161,0.04885414041392492
TEST_0162,0.49041848206993127
TEST_0163,0.5842190692253126
