ID,stress_score
TEST_0000,0.5574750091992359
TEST_0001,0.56009065689548
TEST_0002,0.3890673923489901
TEST_0003,0.5677580557385066
TEST_0004,0.5212276769222431
TEST_0005,0.5609574825862629
TEST_0006,0.6915185764105556
TEST_0007,0.44376449915968974
TEST_0008,0.508134914401803
TEST_0009,0.6462190355636832
TEST_0010,0.519876416683339
TEST_0011,0.5842967746154326
TEST_0012,0.3854596352517934
TEST_0013,0.5134232695184994
TEST_0014,0.45600822038147537
TEST_0015,0.5451441112741695
TEST_0016,0.5834501328193764
TEST_0017,0.36126200060421165
TEST_0018,0.4144347354982715
TEST_0019,0.623741629759
TEST_0020,0.42317098737320774
TEST_0021,0.5069889791792813
TEST_0022,0.5312493795559012
TEST_0023,0.5038304322578809
TEST_0024,0.511230794666263
TEST_0025,0.42378079965717697
TEST_0026,0.5473711598965799
TEST_0027,0.407055735904019
TEST_0028,0.37837549227483663
TEST_0029,0.5324599489323776
TEST_0030,0.48272394206456587
TEST_0031,0.3962169410055845
TEST_0032,0.34938082760817435
TEST_0033,0.4921087716298706
TEST_0034,0.40514404844737073
TEST_0035,0.6863064242027723
TEST_0036,0.4718323675298264
TEST_0037,0.4886554737939519
TEST_0038,0.483067411792784
TEST_0039,0.3674681542373162
TEST_0040,0.4251206911562625
TEST_0041,0.4941388038685585
TEST_0042,0.4616167527241948
TEST_0043,0.42546063199717987
TEST_0044,0.4339837213116071
TEST_0045,0.5049946454161821
TEST_0046,0.4734364022336057
TEST_0047,0.6244008678468981
TEST_0048,0.4426269312593941
TEST_0049,0.5861033099364088
TEST_0050,0.4959550866960453
TEST_0051,0.5307042701782103
TEST_0052,0.5021406816665556
TEST_0053,0.48608026195695814
TEST_0054,0.4032017660311494
TEST_0055,0.6137867750433184
TEST_0056,0.4385614564215419
TEST_0057,0.5289509770815115
TEST_0058,0.44995508180944754
TEST_0059,0.46533577258121456
TEST_0060,0.5354429662384013
TEST_0061,0.5056769047515738
TEST_0062,0.506580180537725
TEST_0063,0.7859057943559229
TEST_0064,0.3869523305476425
TEST_0065,0.6942399068605922
TEST_0066,0.38575145173061726
TEST_0067,0.3802295117937904
TEST_0068,0.38675894977824254
TEST_0069,0.573403951030602
TEST_0070,0.43319739974081406
TEST_0071,0.45898633036896763
TEST_0072,0.5096112321444636
TEST_0073,0.5089875844436387
TEST_0074,0.6391932247192482
TEST_0075,0.21944313569199797
TEST_0076,0.28716814148943126
TEST_0077,0.41991528360708363
TEST_0078,0.4433884805452396
TEST_0079,0.4075310061297875
TEST_0080,0.4381556549562402
TEST_0081,0.35096004717078244
TEST_0082,0.44565222507651503
TEST_0083,0.41282763669776945
TEST_0084,0.3542353829261305
TEST_0085,0.5811449512438975
TEST_0086,0.446092426840761
TEST_0087,0.5629059728493371
TEST_0088,0.3718387048778159
TEST_0089,0.5447302127540357
TEST_0090,0.3731869999655763
TEST_0091,0.3623921169930648
